Frame ID,csi_1real,csi_1imag,csi_2real,csi_2imag,csi_3real,csi_3imag,csi_4real,csi_4imag,csi_5real,csi_5imag,csi_6real,csi_6imag,csi_7real,csi_7imag,csi_8real,csi_8imag,csi_9real,csi_9imag,csi_10real,csi_10imag,csi_11real,csi_11imag,csi_12real,csi_12imag,csi_13real,csi_13imag,csi_14real,csi_14imag,csi_15real,csi_15imag,csi_16real,csi_16imag,csi_17real,csi_17imag,csi_18real,csi_18imag,csi_19real,csi_19imag,csi_20real,csi_20imag,csi_21real,csi_21imag,csi_22real,csi_22imag,csi_23real,csi_23imag,csi_24real,csi_24imag,csi_25real,csi_25imag,csi_26real,csi_26imag,csi_27real,csi_27imag,csi_28real,csi_28imag,csi_29real,csi_29imag,csi_30real,csi_30imag,csi_31real,csi_31imag,csi_32real,csi_32imag,csi_33real,csi_33imag,csi_34real,csi_34imag,csi_35real,csi_35imag,csi_36real,csi_36imag,csi_37real,csi_37imag,csi_38real,csi_38imag,csi_39real,csi_39imag,csi_40real,csi_40imag,csi_41real,csi_41imag,csi_42real,csi_42imag,csi_43real,csi_43imag,csi_44real,csi_44imag,csi_45real,csi_45imag,csi_46real,csi_46imag,csi_47real,csi_47imag,csi_48real,csi_48imag,csi_49real,csi_49imag,csi_50real,csi_50imag,csi_51real,csi_51imag,csi_52real,csi_52imag,csi_53real,csi_53imag,csi_54real,csi_54imag,csi_55real,csi_55imag,csi_56real,csi_56imag,csi_57real,csi_57imag,csi_58real,csi_58imag,csi_59real,csi_59imag,csi_60real,csi_60imag,csi_61real,csi_61imag,csi_62real,csi_62imag,csi_63real,csi_63imag,csi_64real,csi_64imag,csi_65real,csi_65imag,csi_66real,csi_66imag,csi_67real,csi_67imag,csi_68real,csi_68imag,csi_69real,csi_69imag,csi_70real,csi_70imag,csi_71real,csi_71imag,csi_72real,csi_72imag,csi_73real,csi_73imag,csi_74real,csi_74imag,csi_75real,csi_75imag,csi_76real,csi_76imag,csi_77real,csi_77imag,csi_78real,csi_78imag,csi_79real,csi_79imag,csi_80real,csi_80imag,csi_81real,csi_81imag,csi_82real,csi_82imag,csi_83real,csi_83imag,csi_84real,csi_84imag,csi_85real,csi_85imag,csi_86real,csi_86imag,csi_87real,csi_87imag,csi_88real,csi_88imag,csi_89real,csi_89imag,csi_90real,csi_90imag,csi_91real,csi_91imag,csi_92real,csi_92imag,csi_93real,csi_93imag,csi_94real,csi_94imag,csi_95real,csi_95imag,csi_96real,csi_96imag,csi_97real,csi_97imag,csi_98real,csi_98imag,csi_99real,csi_99imag,csi_100real,csi_100imag,csi_101real,csi_101imag,csi_102real,csi_102imag,csi_103real,csi_103imag,csi_104real,csi_104imag,csi_105real,csi_105imag,csi_106real,csi_106imag,csi_107real,csi_107imag,csi_108real,csi_108imag,csi_109real,csi_109imag,csi_110real,csi_110imag,csi_111real,csi_111imag,csi_112real,csi_112imag,csi_113real,csi_113imag,csi_114real,csi_114imag,csi_115real,csi_115imag,csi_116real,csi_116imag,csi_117real,csi_117imag,csi_118real,csi_118imag,csi_119real,csi_119imag,csi_120real,csi_120imag,csi_121real,csi_121imag,csi_122real,csi_122imag,csi_123real,csi_123imag,csi_124real,csi_124imag,csi_125real,csi_125imag,csi_126real,csi_126imag,csi_127real,csi_127imag,csi_128real,csi_128imag,channel,distance
10,82,32,5,0,19,7,19,7,19,6,19,6,18,5,18,5,18,4,18,3,18,2,17,2,18,2,18,2,17,1,17,1,16,1,17,1,17,1,16,2,16,2,16,2,15,2,14,2,14,3,14,4,14,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,24,8,23,9,23,11,22,12,21,13,21,14,21,15,20,15,19,15,19,15,19,15,19,16,19,15,19,14,19,14,18,13,18,13,18,13,18,13,18,13,19,12,19,10,19,9,19,9,19,9,19,9,10,11,30,29,30,26,31,24,32,21,32,19,31,18,30,17,29,16,30,15,30,14,31,13,32,12,32,12,31,12,31,13,30,13,29,12,28,13,28,13,28,13,28,13,28,13,27,12,26,13,23,15,19,17,17,17,14,17,4,6,1,2,-1,-1,-3,-2,-2,-1,5,1,16,6,45,18,43,21,42,25,40,29,38,33,36,35,34,36,32,37,30,37,30,37,29,38,29,38,29,38,28,38,28,37,27,37,27,36,27,35,28,35,28,34,28,33,2,8,31,29,29,29,29,30,28,31,27,31,26,30,11,250
11,30,-32,1,0,-7,-21,-7,-21,-8,-20,-8,-19,-9,-19,-9,-20,-10,-19,-11,-17,-11,-17,-11,-17,-11,-16,-11,-16,-11,-16,-11,-16,-11,-15,-11,-15,-11,-14,-10,-15,-11,-15,-10,-14,-10,-14,-9,-14,-8,-14,-7,-14,-6,-14,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-7,-5,-27,-4,-28,-3,-27,-2,-27,0,-27,1,-27,2,-27,1,-27,1,-2,6,2,-27,2,-27,2,-26,2,-26,2,-26,1,-26,0,-26,-1,-26,-1,-26,-1,-25,-2,-25,-3,-24,-3,-24,-3,-23,-4,-23,-4,-23,-4,-23,-5,-15,-15,-40,-16,-39,-16,-39,-17,-38,-18,-37,-20,-36,-21,-35,-22,-34,-23,-32,-23,-31,-23,-29,-22,-28,-22,-28,-23,-27,-24,-27,-25,-27,-25,-27,-24,-27,-24,-26,-22,-26,-21,-25,-20,-25,-18,-26,-18,-26,-16,-27,-14,-27,-12,-27,-9,-26,-3,-10,-1,-3,0,0,1,2,0,1,-4,-5,-11,-15,-28,-43,-25,-45,-21,-47,-17,-49,-13,-51,-10,-52,-8,-53,-7,-54,-6,-54,-6,-54,-5,-52,-3,-51,-3,-51,-2,-50,-3,-51,-4,-50,-6,-50,-6,-48,-6,-47,-6,-47,-7,-46,-8,-46,-10,-45,-12,-45,-13,-44,-14,-43,-15,-42,-16,11,250
12,30,-32,1,0,-20,-5,-21,-5,-20,-4,-20,-4,-19,-3,-19,-3,-19,-2,-19,-1,-19,-1,-19,0,-18,0,-18,1,-17,1,-17,2,-17,2,-17,1,-16,1,-16,1,-16,1,-15,1,-15,0,-14,0,-14,-1,-14,-2,-13,-3,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-2,-26,-8,-25,-10,-25,-12,-24,-13,-23,-13,-22,-13,-22,-14,-22,-14,-22,-14,-21,-14,-21,-15,-21,-15,-20,-15,-20,-14,-20,-13,-20,-12,-20,-12,-20,-11,-21,-11,-21,-10,-21,-10,-21,-9,-21,-8,-20,-8,-21,-8,-21,-8,-16,-2,-43,-3,-42,-2,-40,0,-38,1,-37,2,-36,3,-35,3,-35,4,-34,5,-34,6,-33,7,-33,8,-33,9,-32,10,-31,10,-30,10,-28,10,-29,8,-30,7,-31,6,-30,5,-29,5,-28,4,-27,3,-25,1,-25,-1,-24,-3,-23,-4,-8,-2,-3,-1,0,0,3,-1,1,-1,-6,1,-19,2,-50,5,-51,3,-52,-1,-5,1,-4,-51,-8,-50,-11,-49,-12,-49,-13,-48,-14,-47,-15,-46,-17,-45,-17,-44,-18,-44,-17,-44,-17,-44,-16,-45,-15,-45,-13,-44,-12,-44,-11,-43,-11,-43,-10,-42,-9,-41,-8,-41,-6,-41,-6,-41,-5,-42,11,250
13,124,-64,7,0,-18,-11,-18,-9,-18,-9,-18,-9,-18,-9,-17,-8,-18,-7,-18,-6,-17,-6,-16,-6,-17,-5,-16,-5,-17,-5,-17,-5,-17,-4,-17,-4,-17,-4,-16,-4,-16,-5,-15,-5,-15,-5,-14,-5,-14,-6,-13,-6,-12,-7,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,-23,-13,-22,-14,-21,-16,-20,-18,-19,-19,-19,-19,-18,-19,-17,-20,-17,-20,-17,-20,-17,-20,-16,-19,-17,-19,-17,-18,-16,-18,-17,-17,-17,-16,-18,-16,-17,-16,-17,-16,-17,-15,-18,-14,-18,-14,-18,-13,-18,-13,-18,-13,-15,-4,-42,-9,-40,-8,-39,-7,-38,-6,-38,-5,-37,-4,-37,-4,-36,-3,-36,-2,-35,0,-35,2,-34,3,-34,4,-33,4,-32,3,-32,3,-31,2,-31,1,-31,0,-32,1,-32,1,-31,1,-30,0,-30,-2,-28,-3,-26,-5,-24,-5,-23,-5,-8,-2,-3,-1,1,0,3,-1,1,0,-6,0,-1,8,0,-49,-1,-50,-4,-50,-7,-49,-11,-49,-14,-49,-17,-48,-18,-47,-20,-45,-21,-45,-22,-44,-22,-43,-23,-43,-23,-43,-22,-43,-21,-43,-21,-43,-20,-42,-19,-42,-18,-41,-17,-41,-16,-41,-15,-42,-15,-42,-13,-42,-12,-42,-11,-41,-10,-40,11,250
14,82,32,5,0,15,-15,14,-15,14,-14,14,-15,13,-15,12,-15,11,-15,10,-15,10,-15,9,-15,9,-15,9,-16,8,-15,8,-15,7,-15,7,-15,7,-15,6,-1,5,6,-14,6,-14,7,-14,7,-13,7,-13,7,-12,8,-12,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4,21,-16,22,-14,23,-12,24,-10,25,-9,24,-9,24,-8,24,-8,24,-8,24,-8,24,-7,23,-8,23,-8,23,-8,22,-8,21,-9,21,-9,20,-10,20,-10,19,-10,18,-11,18,-12,18,-12,18,-12,18,-12,18,-13,10,-11,28,-30,27,-29,26,-29,25,-29,24,-30,22,-30,21,-30,19,-31,18,-30,17,-30,17,-30,18,-30,17,-31,15,-31,14,-31,13,-30,12,-29,12,-29,12,-28,13,-28,14,-28,15,-27,15,-26,15,-24,15,-21,16,-18,16,-15,15,-13,5,-5,1,-1,-1,0,-2,2,-2,0,2,-5,11,-13,32,-35,35,-34,38,-32,40,-31,42,-28,44,-26,45,-24,46,-22,45,-21,45,-21,44,-20,44,-20,45,-19,46,-19,45,-19,44,-19,43,-20,41,-21,39,-21,38,-22,38,-23,38,-23,37,-24,36,-26,35,-28,33,-28,32,-29,31,11,250
15,116,64,7,0,-5,20,-4,19,-3,18,-3,18,-3,18,-2,19,-1,18,0,18,0,17,-1,16,0,17,1,17,1,17,1,17,1,16,1,15,1,16,1,16,1,15,1,14,0,15,0,14,-1,13,-2,12,-2,12,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,6,-7,25,-8,25,-10,23,-12,23,-12,23,-12,22,-13,21,-14,20,-14,21,-14,21,-15,20,-14,19,-14,20,-14,19,-13,19,-13,19,-1,2,19,-11,19,-11,19,-9,20,-8,20,-8,20,-8,19,-8,19,-8,20,-7,20,-4,14,-9,40,-8,38,-6,37,-4,36,-3,35,-3,34,-3,33,-3,33,-2,32,0,32,0,32,1,31,0,31,1,31,2,31,2,31,3,30,4,28,4,27,3,26,2,26,2,26,1,27,0,27,-1,26,-3,24,-5,23,-6,21,-3,7,-1,1,0,-1,-1,-3,0,-2,0,4,1,16,2,45,-2,47,-6,48,-10,49,-14,49,-16,47,-18,45,-20,43,-21,42,-23,42,-24,42,-24,43,-23,43,-22,43,-21,43,-20,44,-18,44,-17,43,-17,42,-17,40,-16,39,-17,38,-16,38,-14,39,-12,39,-10,40,-7,40,-6,11,250
16,30,-32,1,0,21,-6,20,-7,20,-8,20,-9,19,-9,18,-9,18,-10,17,-11,17,-11,16,-11,16,-11,16,-12,15,-12,15,-12,15,-12,14,-12,14,-11,1,4,-11,14,-12,14,-12,14,-12,15,-11,15,-10,14,-8,14,-8,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2,26,-5,27,-4,28,-2,28,-1,27,0,27,1,27,2,27,3,26,2,27,2,26,3,26,3,26,3,26,3,25,2,25,1,24,0,24,-1,24,-1,24,-2,24,-2,24,-3,23,-4,23,-4,23,-4,23,-4,16,-4,45,-10,43,-11,41,-12,39,-14,38,-16,36,-18,35,-19,35,-20,35,-20,34,-21,33,-22,32,-22,30,-23,30,-23,29,-22,30,-22,29,-21,28,-20,27,-20,27,-20,27,-20,29,-19,29,-18,29,-16,28,-13,27,-10,26,-7,26,-5,9,-2,2,-1,-1,0,-3,1,-2,0,3,-3,15,-8,44,-21,47,-19,49,-16,52,-12,53,-9,53,-6,52,-3,52,0,51,1,51,3,5,1,3,51,4,52,3,52,2,51,2,50,2,49,1,48,0,47,-1,46,-2,46,-4,45,-6,44,-7,44,-8,43,-10,43,-11,43,-11,11,250
17,30,-32,1,0,-5,22,-5,22,-4,21,-4,20,-3,20,-3,20,-2,20,-1,19,0,19,0,18,0,19,0,18,1,18,1,18,2,18,1,17,1,17,1,17,1,17,0,17,0,16,-1,16,-1,15,-2,15,-3,15,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,6,-8,25,-10,25,-12,25,-13,25,-15,24,-15,23,-15,22,-15,22,-16,22,-16,21,-16,21,-15,22,-15,22,-14,21,-14,21,-14,21,-13,22,-13,22,-12,22,-11,21,-11,22,-10,21,-9,21,-8,21,-8,21,-7,22,-5,15,-14,43,-13,42,-12,40,-10,40,-9,39,-8,39,-7,39,-5,38,-4,38,-3,38,-3,38,-2,39,-1,38,0,38,2,37,3,36,3,35,1,34,0,33,-2,32,-2,32,-3,32,-3,31,-4,29,-5,28,-7,26,-8,25,-9,24,-4,8,-2,2,0,-1,0,-4,0,-2,-1,5,-3,17,-8,49,-11,48,-15,47,-19,47,-23,47,-27,47,-28,45,-29,43,-29,42,-30,41,-29,40,-30,39,-31,39,-31,39,-31,39,-30,39,-28,40,-26,40,-24,39,-23,38,-23,37,-22,37,-22,39,-22,40,-21,42,-19,43,-17,43,-16,43,11,250
18,30,-32,1,0,-8,-22,-8,-22,-9,-22,-9,-21,-9,-20,-10,-19,-10,-19,-11,-18,-11,-17,-11,-17,-10,-17,-11,-17,-11,-17,-11,-17,-11,-16,-11,-15,-12,-15,-12,-15,-11,-14,-10,-14,-10,-15,-9,-15,-8,-14,-7,-15,-6,-15,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-7,-8,-26,-6,-27,-4,-28,-3,-29,-2,-29,-2,-29,-1,-28,0,-27,0,-27,0,-27,0,-27,1,-26,1,-27,0,-27,0,-27,0,-25,-1,-25,-2,-24,-2,-24,-3,-25,-3,-26,-4,-26,-4,-24,-5,-23,-5,-23,-5,-24,-7,-18,-20,-47,-18,-44,-18,-42,-17,-39,-18,-38,-18,-37,-19,-36,-20,-35,-21,-34,-21,-32,-23,-32,-23,-32,-23,-31,-23,-31,-23,-31,-23,-30,-23,-29,-23,-28,-22,-28,-22,-27,-21,-27,-20,-28,-18,-28,-17,-27,-15,-27,-13,-26,-10,-26,-7,-26,-3,-9,-1,-3,0,0,1,2,0,1,-3,-5,-9,-16,-22,-45,-20,-48,-16,-51,-11,-53,-7,-54,-4,-55,-2,-55,-1,-54,0,-52,0,-51,0,-51,-1,-50,-1,-52,-1,-53,-1,-53,0,-53,0,-51,-1,-50,-2,-47,-4,-46,-4,-46,-5,-46,-7,-46,-8,-47,-10,-46,-12,-45,-13,-44,-15,-43,11,250
19,124,-64,7,0,22,3,22,3,21,2,21,1,21,1,20,1,19,0,19,-1,19,-1,19,-2,18,-2,18,-2,18,-3,17,-3,17,-3,17,-3,17,-3,16,-3,16,-2,16,-2,15,-2,15,-1,15,-1,15,1,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,26,7,25,9,24,10,24,11,24,11,23,12,22,13,22,13,22,13,22,13,22,13,23,13,23,13,23,13,22,12,21,12,21,10,21,10,21,10,21,9,21,8,21,8,21,7,22,7,21,6,22,5,15,-1,41,-3,40,-4,39,-6,38,-8,37,-10,36,-11,36,-12,36,-13,36,-14,35,-14,35,-14,34,-14,33,-14,32,-14,32,-15,31,-15,30,-15,30,-14,31,-14,31,-13,31,-12,31,-11,30,-9,29,-7,29,-6,29,-4,28,-3,28,-3,10,-1,3,-1,-1,0,-4,1,-2,0,5,-3,17,-6,49,-15,50,-12,51,-8,52,-3,53,1,54,3,54,6,52,8,51,9,50,9,49,9,49,10,50,11,49,12,49,13,48,12,4,8,10,47,8,46,7,45,6,44,4,43,3,44,1,45,0,45,0,45,-1,44,-2,42,11,250
20,82,32,5,0,21,-5,20,-6,20,-8,20,-8,19,-8,19,-9,18,-9,17,-8,17,-9,16,-9,16,-10,16,-10,15,-10,15,-11,14,-10,14,-10,14,-10,14,-9,15,-9,15,-9,14,-8,14,-7,15,-7,14,-6,13,-5,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2,26,-8,27,-6,27,-3,28,-2,28,-2,27,-1,27,0,27,1,26,1,27,2,27,2,27,2,28,2,27,1,26,1,25,0,25,0,2,5,-1,24,-1,24,-2,24,-3,23,-4,22,-4,23,-5,23,-5,23,-5,17,-1,47,-3,44,-4,42,-6,39,-7,39,-7,39,-7,39,-7,39,-8,39,-10,37,-12,36,-14,35,-16,34,-16,32,-16,31,-15,31,-15,31,-14,30,-13,30,-13,29,-11,28,-10,27,-9,27,-8,27,-6,27,-5,27,-4,27,-3,28,-3,10,-1,3,-1,-1,0,-4,0,-2,0,5,-3,17,-6,50,-13,52,-10,54,-6,56,-2,56,2,55,5,54,8,53,10,53,11,53,12,52,12,52,12,50,13,50,13,50,12,50,11,49,9,49,8,48,7,47,7,47,7,49,6,48,5,48,4,47,2,45,1,43,0,42,11,250
21,116,64,7,0,21,4,21,4,21,3,20,2,20,2,20,2,20,1,19,1,18,0,18,0,18,0,18,0,18,-1,18,-1,18,-2,18,-2,17,-1,17,-1,17,-1,17,-1,17,-1,16,0,15,1,14,2,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25,4,25,5,25,7,25,8,25,9,25,10,24,11,24,11,23,11,23,12,22,12,22,13,22,13,21,12,21,11,22,10,22,10,22,9,22,9,21,9,21,8,21,8,21,7,21,7,22,7,22,6,15,1,44,2,43,-1,42,-3,40,-5,40,-7,39,-7,39,-7,38,-7,37,-7,35,-8,34,-9,34,-10,34,-11,34,-11,34,-10,34,-9,33,-10,32,-10,32,-10,32,-10,32,-10,31,-8,30,-5,29,-3,28,0,27,2,26,4,25,4,9,1,2,0,-2,-1,-3,1,-2,-1,4,-3,16,-6,47,-14,49,-11,50,-7,52,-2,53,3,53,6,52,9,50,11,50,12,50,12,49,13,48,14,47,14,45,15,44,15,45,14,46,13,46,11,46,9,45,8,44,9,43,8,44,8,45,6,46,5,45,4,43,2,42,2,11,250
22,30,-32,1,0,-18,-17,-18,-16,-17,-15,-17,-15,-17,-14,-17,-13,-17,-13,-17,-12,-17,-11,-17,-10,-17,-10,-17,-10,-17,-10,-16,-9,-16,-9,-17,-8,-17,-8,-16,-8,-15,-9,-15,-10,-15,-9,-14,-9,-13,-9,-13,-10,-12,-10,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,-21,-20,-20,-21,-19,-23,-18,-23,-17,-24,-16,-25,-15,-24,-13,-24,-13,-25,-14,-25,-13,-25,-13,-25,-13,-25,-14,-24,-14,-24,-14,-23,-14,-22,-14,-21,-14,-21,-15,-21,-16,-21,-16,-20,-15,-19,-15,-18,-15,-18,-15,-18,-12,-12,-33,-31,-33,-30,-33,-29,-33,-27,-33,-26,-32,-24,-33,-23,-33,-22,-33,-21,-33,-19,-33,-18,-33,-18,-34,-18,-34,-17,-34,-17,-33,-16,-32,-15,-31,-14,-29,-15,-29,-15,-28,-15,-28,-15,-29,-16,-29,-17,-28,-18,-26,-20,-24,-21,-22,-21,-7,-7,-2,-3,0,0,2,1,1,1,-5,-3,-17,-10,-43,-30,-42,-32,-41,-36,-38,-39,-36,-42,-34,-43,-31,-45,-29,-46,-27,-48,-27,-48,-27,-49,-27,-48,-26,-47,-26,-47,-25,-46,-25,-45,-25,-43,-27,-42,-27,-41,-28,-40,-28,-39,-29,-38,-29,-37,-29,-36,-30,-35,-30,-35,-31,-34,-31,-33,11,250
23,30,-32,1,0,5,22,6,22,6,21,6,20,7,19,7,19,8,19,8,19,8,18,8,18,8,18,9,17,9,17,9,17,9,16,9,17,8,17,9,16,8,16,8,16,8,16,7,17,5,16,4,16,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,25,6,26,4,27,3,27,2,28,2,27,1,26,0,26,-1,27,-1,28,-2,27,-2,27,-2,27,-2,26,-1,26,0,25,0,25,0,24,0,24,1,25,1,25,2,25,3,24,3,2,4,3,23,4,23,1,15,4,43,5,42,6,42,8,41,9,40,10,39,11,38,12,37,14,36,15,36,15,36,14,35,13,35,13,35,14,34,15,33,15,33,15,34,14,34,13,33,12,32,11,31,10,31,8,30,6,30,4,30,1,30,-1,29,-1,1,0,-1,2,-1,-1,-2,-3,-1,-2,2,4,7,16,20,45,18,47,14,49,10,51,6,53,2,54,0,55,-1,54,-2,54,-2,53,-3,53,-5,53,-6,52,-7,51,-7,50,-7,49,-6,48,-5,48,-3,47,-2,47,-1,47,-1,46,0,46,1,46,2,46,4,46,6,45,11,250
24,116,64,7,0,21,7,20,7,20,6,21,5,21,5,21,4,21,3,21,3,21,2,21,2,22,2,22,2,22,2,22,1,22,1,22,1,22,2,22,2,22,2,22,3,22,3,22,4,22,6,21,7,20,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,19,7,18,8,18,9,17,11,17,11,17,11,17,12,17,12,16,12,16,13,16,13,16,13,16,13,17,13,17,12,17,12,17,11,17,11,18,11,18,10,18,10,19,9,19,9,19,9,20,9,21,8,12,3,42,11,41,10,40,9,40,8,40,7,41,5,41,4,41,3,41,2,41,1,42,1,43,0,43,0,43,-1,43,-1,43,-1,43,-1,43,0,43,0,43,1,43,1,44,3,43,5,43,7,42,10,40,13,40,13,39,15,6,2,1,0,-1,-1,-2,-1,-1,-1,1,-1,6,0,37,1,38,3,37,10,37,13,36,15,36,18,35,19,35,20,34,21,34,21,34,21,34,22,34,22,34,23,34,23,34,22,35,21,35,20,35,19,35,18,36,17,36,17,37,16,37,15,38,14,39,14,39,13,40,12,11,50
25,30,-32,1,0,-10,-21,-10,-20,-11,-20,-11,-20,-12,-19,-12,-19,-13,-19,-14,-18,-14,-18,-14,-18,-15,-17,-15,-17,-15,-17,-15,-17,-1,6,-17,-16,-18,-16,-18,-15,-18,-15,-18,-15,-19,-14,-19,-14,-20,-13,-20,-11,-21,-10,-21,-3,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-5,-8,-20,-7,-20,-6,-21,-5,-21,-4,-21,-4,-21,-3,-21,-3,-22,-2,-22,-2,-22,-3,-22,-3,-22,-3,-22,-3,-22,-3,-22,-4,-22,-4,-21,-5,-21,-5,-21,-5,-21,-6,-22,-7,-21,-7,-21,-8,-21,-8,-22,-8,-22,-5,-13,-17,-41,-18,-40,-18,-39,-19,-39,-20,-38,-21,-38,-22,-37,-23,-36,-24,-36,-25,-35,-26,-35,-26,-35,-27,-35,-28,-35,-28,-34,-28,-34,-29,-35,-29,-35,-29,-35,-28,-36,-27,-36,-26,-37,-24,-39,-22,-40,-19,-41,-16,-41,-11,-42,-8,-42,-2,-8,-1,-3,0,0,0,1,0,0,-2,-2,-3,-7,-16,-36,-14,-37,-14,-38,-11,-40,-9,-41,-7,-41,-5,-42,-4,-42,-3,-42,-3,-42,-2,-42,-2,-42,-2,-42,-2,-42,-2,-42,-3,-43,-4,-42,-4,-42,-6,-41,-7,-41,-8,-41,-9,-41,-10,-41,-11,-41,-12,-41,-13,-41,-14,-41,-15,11,50
26,30,-32,1,0,-16,-15,-16,-15,-16,-14,-16,-14,-17,-13,-17,-13,-18,-12,-18,-12,-18,-11,-18,-11,-19,-11,-19,-11,-19,-10,-19,-10,-1,9,-10,-19,-11,-19,-11,-19,-11,-19,-11,-19,-11,-19,-12,-18,-13,-18,-14,-17,-15,-16,-15,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-14,-15,-13,-16,-12,-17,-11,-18,-10,-19,-10,-1,8,-10,-18,-10,-19,-9,-19,-9,-19,-9,-19,-9,-19,-9,-19,-10,-19,-10,-19,-10,-18,-10,-18,-11,-18,-11,-18,-12,-17,-12,-17,-13,-17,-13,-16,-14,-16,-14,-16,-14,-16,-9,-10,-28,-31,-28,-30,-29,-29,-29,-28,-29,-27,-30,-27,-31,-26,-32,-25,-32,-24,-33,-22,-34,-22,-35,-22,-35,-22,-35,-21,-35,-21,-36,-21,-36,-21,-36,-22,-36,-22,-36,-23,-35,-24,-34,-25,-34,-26,-32,-27,-30,-29,-28,-31,-23,-34,-20,-35,-4,-7,-1,-3,0,0,0,0,0,0,-2,-2,-5,-5,-27,-26,-27,-27,-25,-30,-24,-32,-22,-34,-20,-35,-19,-36,-18,-36,-17,-36,-16,-36,-16,-37,-16,-37,-16,-37,-16,-37,-17,-37,-17,-37,-17,-37,-17,-36,-18,-35,-19,-35,-20,-34,-21,-34,-22,-34,-23,-33,-24,-32,-25,-32,-26,-32,11,50
27,30,-32,1,0,-20,-12,-21,-11,-21,-11,-21,-10,-21,-10,-21,-9,-22,-9,-22,-8,-22,-8,-22,-7,-22,-7,-22,-7,-23,-7,-23,-6,-23,-6,-23,-6,-23,-6,-23,-7,-23,-7,-23,-7,-23,-8,-23,-10,-22,-11,-21,-12,-20,-13,-5,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-4,-19,-13,-18,-14,-17,-15,-17,-16,-16,-17,-16,-17,-15,-17,-15,-1,7,-15,-18,-15,-18,-15,-18,-15,-18,-15,-18,-15,-18,-15,-18,-15,-17,-16,-16,-16,-16,-16,-16,-17,-15,-18,-15,-18,-15,-18,-14,-18,-14,-19,-15,-20,-15,-12,-8,-39,-25,-39,-23,-39,-22,-39,-21,-40,-20,-40,-19,-41,-18,-41,-17,-42,-15,-42,-14,-43,-14,-43,-13,-43,-13,-44,-13,-44,-12,-44,-12,-44,-12,-44,-12,-44,-13,-44,-14,-44,-15,-44,-16,-43,-18,-42,-20,-40,-23,-38,-25,-35,-29,-33,-30,-6,-6,-2,-2,0,0,1,0,0,0,-2,-1,-7,-3,-37,-17,-37,-19,-36,-24,-35,-26,-34,-29,-32,-31,-31,-32,-30,-32,-29,-33,-29,-33,-29,-34,-28,-34,-28,-34,-28,-35,-29,-35,-29,-34,-29,-34,-30,-33,-30,-32,-31,-31,-31,-30,-32,-29,-33,-28,-34,-28,-35,-27,-36,-27,-37,-26,-37,11,50
